Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
768,Dro Fernández,es ESP,MF,Barcelona,es La Liga,18-016,2008,1.0,0,0,0,,0.00,0.00,,,0,0
769,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,25-011,2001,20.8,7,43,19,44.2,02.06,0.91,0.12,0.26,2,2
770,Ezequiél Fernández,ar ARG,MF,Leverkusen,de Bundesliga,23-187,2002,5.3,0,5,1,20.0,0.95,0.19,0.00,0.00,0,0
771,Manu Fernández,es ESP,DF,Celta Vigo,es La Liga,24-280,2001,7.9,0,2,0,0.0,0.25,0.00,0.00,,0,0
772,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,es La Liga,22-274,2003,0.5,0,1,0,0.0,2.00,0.00,0.00,,0,0
773,Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,23-209,2002,16.6,4,40,15,37.5,2.40,0.90,0.08,0.20,1,1
774,Toni Fernández,es ESP,FW,Barcelona,es La Liga,17-197,2008,0.5,0,0,0,,0.00,0.00,,,0,0
775,Matias Fernandez-Pardo,be BEL,"MF,FW",Lille,fr Ligue 1,20-359,2005,11.6,3,27,13,48.1,2.33,1.12,0.11,0.23,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
776,Seydou Fini,it ITA,FW,Genoa,it Serie A,19-240,2006,0.4,0,0,0,,0.00,0.00,,,0,0
777,Max Finkgräfe,de GER,DF,RB Leipzig,de Bundesliga,21-307,2004,0.4,0,0,0,,0.00,0.00,,,0,0
778,Junior Firpo,do DOM,DF,Real Betis,es La Liga,29-159,1996,6.0,0,5,0,0.0,0.83,0.00,0.00,,0,0
779,Jonathan Fischer,dk DEN,GK,Metz,fr Ligue 1,24-080,2001,18.2,0,0,0,,0.00,0.00,,,0,0
780,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,25-108,2000,7.9,0,2,0,0.0,0.25,0.00,0.00,,0,0
781,Mark Flekken,nl NED,GK,Leverkusen,de Bundesliga,32-229,1993,16.7,0,0,0,,0.00,0.00,,,0,0
782,Zian Flemming,nl NED,FW,Burnley,eng Premier League,27-180,1998,7.4,5,18,9,50.0,2.43,1.21,0.17,0.33,2,2
783,Jack Fletcher,eng ENG,MF,Manchester Utd,eng Premier League,18-315,2007,1.2,0,1,0,0.0,0.83,0.00,0.00,,0,0
784,Romano Floriani,it ITA,"MF,DF",Cremonese,it Serie A,23-001,2003,8.5,0,3,0,0.0,0.35,0.00,0.00,,0,0
785,Phil Foden,eng ENG,MF,Manchester City,eng Premier League,25-245,2000,18.2,7,44,13,29.5,2.41,0.71,0.16,0.54,0,0
786,Malick Fofana,be BEL,"MF,FW",Lyon,fr Ligue 1,20-303,2005,8.0,2,18,9,50.0,2.25,1.12,0.11,0.22,0,0
787,Rayan Fofana,fr FRA,FW,Lens,fr Ligue 1,19-350,2006,6.5,3,23,9,39.1,3.56,1.39,0.13,0.33,0,0
788,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,30-266,1995,7.3,1,9,3,33.3,1.24,0.41,0.11,0.33,0,0
789,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,25-042,2000,9.0,0,2,0,0.0,0.22,0.00,0.00,,0,0
790,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,27-018,1999,14.1,1,27,9,33.3,1.91,0.64,0.04,0.11,0,0
791,Jonas Föhrenbach,de GER,"DF,MF",Heidenheim,de Bundesliga,30-002,1996,18.3,1,5,1,20.0,0.27,0.05,0.20,1.00,0,0
792,Francesco Folino,it ITA,DF,Cremonese,it Serie A,24-005,2002,2.6,1,1,1,100.0,0.38,0.38,1.00,1.00,0,0
793,Michael Folorunsho,it ITA,"MF,FW",Cagliari,it Serie A,27-355,1998,14.5,1,19,6,31.6,1.31,0.41,0.05,0.17,0,0
794,Nicolas Fonseca,uy URU,MF,Oviedo,es La Liga,27-101,1998,1.1,0,2,0,0.0,1.87,0.00,0.00,,0,0
795,Álex Forés,es ESP,FW,Oviedo,es La Liga,24-291,2001,3.0,0,7,2,28.6,2.30,0.66,0.00,0.00,0,0
796,Pablo Fornals,es ESP,MF,Real Betis,es La Liga,29-340,1996,19.3,5,30,12,40.0,1.56,0.62,0.17,0.42,0,0
797,Héctor Fort,es ESP,"DF,MF",Elche,es La Liga,19-179,2006,3.6,1,10,4,40.0,2.75,1.10,0.10,0.25,0,0
798,Niccolò Fortini,it ITA,MF,Fiorentina,it Serie A,19-349,2006,6.0,0,8,2,25.0,1.33,0.33,0.00,0.00,0,0
799,Lyle Foster,za RSA,FW,Burnley,eng Premier League,25-147,2000,10.2,3,15,4,26.7,1.46,0.39,0.20,0.75,0,0
800,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,32-311,1993,11.8,0,5,1,20.0,0.42,0.08,0.00,0.00,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
801,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,28-016,1998,10.4,0,2,0,0.0,0.19,0.00,0.00,,0,0
802,Alejandro Francés,es ESP,DF,Girona,es La Liga,23-180,2002,5.2,0,4,3,75.0,0.77,0.58,0.00,0.00,0,0
803,Przemysław Frankowski,pl POL,MF,Rennes,fr Ligue 1,30-291,1995,11.7,1,9,3,33.3,0.77,0.26,0.11,0.33,0,0
804,Davide Frattesi,it ITA,MF,Inter,it Serie A,26-098,1999,2.9,0,7,3,42.9,2.42,01.04,0.00,0.00,0,0
805,Oscar Fraulo,dk DEN,MF,Gladbach,de Bundesliga,22-053,2003,0.5,1,1,1,100.0,02.09,02.09,1.00,1.00,0,0
806,Tyler Fredricson,eng ENG,DF,Manchester Utd,eng Premier League,20-339,2005,0.0,0,0,0,,0.00,0.00,,,0,0
807,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,24-296,2001,19.4,1,6,2,33.3,0.31,0.10,0.17,0.50,0,0
808,Martin Frese,dk DEN,"MF,DF",Hellas Verona,it Serie A,28-024,1998,14.9,1,14,7,50.0,0.94,0.47,0.07,0.14,0,0
809,Remo Freuler,ch SUI,MF,Bologna,it Serie A,33-288,1992,11.9,0,3,0,0.0,0.25,0.00,0.00,,0,0
810,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,27-318,1998,16.5,1,7,2,28.6,0.42,0.12,0.14,0.50,0,0
811,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,30-046,1995,1.4,0,0,0,,0.00,0.00,,,0,0
812,Jeremie Frimpong,nl NED,"DF,MF",Liverpool,eng Premier League,25-049,2000,6.0,0,7,1,14.3,1.16,0.17,0.00,0.00,0,0
813,Jorge de Frutos,es ESP,"MF,FW",Rayo Vallecano,es La Liga,28-342,1997,15.4,6,31,14,45.2,02.01,0.91,0.19,0.43,0,0
814,Chris Führich,de GER,"MF,FW",Stuttgart,de Bundesliga,28-019,1998,7.6,3,16,8,50.0,2.11,01.05,0.19,0.38,0,0
815,Joel Fujita,jp JPN,MF,St Pauli,de Bundesliga,23-346,2002,18.6,0,20,2,10.0,01.07,0.11,0.00,0.00,0,0
816,Niclas Füllkrug,de GER,FW,West Ham United,eng Premier League,32-353,1993,4.5,0,9,3,33.3,1.98,0.66,0.00,0.00,0,0
817,Niclas Füllkrug,de GER,FW,Milan,it Serie A,32-353,1993,2.0,1,5,2,40.0,2.56,01.02,0.20,0.50,0,0
818,Matteo Gabbia,it ITA,DF,Milan,it Serie A,26-099,1999,19.6,0,17,3,17.6,0.87,0.15,0.00,0.00,0,0
819,Tiago Gabriel,pt POR,DF,Lecce,it Serie A,21-033,2004,21.1,1,14,3,21.4,0.66,0.14,0.07,0.33,0,0
820,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,25-268,2000,10.1,2,20,8,40.0,1.97,0.79,0.10,0.25,0,0
821,Roberto Gagliardini,it ITA,MF,Hellas Verona,it Serie A,31-296,1994,13.6,1,9,3,33.3,0.66,0.22,0.11,0.33,0,0
822,Cody Gakpo,nl NED,"MF,FW",Liverpool,eng Premier League,26-266,1999,16.6,5,52,12,23.1,3.13,0.72,0.10,0.42,0,0
823,Javi Galán,es ESP,DF,Osasuna,es La Liga,31-070,1994,3.8,0,2,1,50.0,0.52,0.26,0.00,0.00,0,0
824,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,31-070,1994,1.5,0,0,0,,0.00,0.00,,,0,0
825,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,32-175,1993,13.6,0,11,1,9.1,0.81,0.07,0.00,0.00,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
826,Conor Gallagher,eng ENG,MF,Tottenham Hotspur,eng Premier League,25-356,2000,1.9,0,3,1,33.3,1.55,0.52,0.00,0.00,0,0
827,Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,25-356,2000,7.5,2,13,5,38.5,1.72,0.66,0.15,0.40,0,0
828,Antonino Gallo,it ITA,DF,Lecce,it Serie A,26-023,2000,19.7,0,3,1,33.3,0.15,0.05,0.00,0.00,0,0
829,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,36-124,1989,12.7,2,15,4,26.7,1.18,0.32,0.13,0.50,0,0
830,Ignatius Ganago,cm CMR,"FW,MF",Nantes,fr Ligue 1,26-346,1999,0.3,0,0,0,,0.00,0.00,,,0,0
831,Omri Gandelman,il ISR,MF,Lecce,it Serie A,25-257,2000,2.9,0,1,0,0.0,0.34,0.00,0.00,,0,0
832,Ismaëlo Ganiou,bf BFA,DF,Lens,fr Ligue 1,20-320,2005,7.8,2,7,2,28.6,0.90,0.26,0.29,1.00,0,0
833,Ben Gannon-Doak,sct SCO,MF,Bournemouth,eng Premier League,20-078,2005,0.6,0,1,0,0.0,1.58,0.00,0.00,,0,0
834,Facundo Garcés,my MAS,DF,Alavés,es La Liga,26-145,1999,6.0,0,5,3,60.0,0.83,0.50,0.00,0.00,0,0
835,Aleix García,es ESP,MF,Leverkusen,de Bundesliga,28-214,1997,16.5,0,15,2,13.3,0.91,0.12,0.00,0.00,0,0
836,Álvaro García,es ESP,"MF,FW",Rayo Vallecano,es La Liga,33-093,1992,16.7,3,32,12,37.5,1.92,0.72,0.09,0.25,0,0
837,Andrés García,es ESP,DF,Aston Villa,eng Premier League,22-355,2003,0.3,0,0,0,,0.00,0.00,,,0,0
838,Eric García,es ESP,"DF,MF",Barcelona,es La Liga,25-019,2001,18.3,1,18,5,27.8,0.98,0.27,0.06,0.20,0,0
839,Fran Garcia,es ESP,"DF,MF",Real Madrid,es La Liga,26-167,1999,4.6,1,3,2,66.7,0.65,0.43,0.33,0.50,0,0
840,Gonzalo García,es ESP,FW,Real Madrid,es La Liga,21-310,2004,3.6,3,8,5,62.5,2.20,1.38,0.38,0.60,0,0
841,Hugo García,es ESP,MF,Celta Vigo,es La Liga,19-089,2006,0.1,0,0,0,,0.00,0.00,,,0,0
842,Joan García,es ESP,GK,Barcelona,es La Liga,24-269,2001,15.0,0,0,0,,0.00,0.00,,,0,0
843,Pablo Garcia,es ESP,MF,Real Betis,es La Liga,19-229,2006,3.9,0,11,4,36.4,2.84,01.03,0.00,0.00,0,0
844,Rubén García,es ESP,"MF,FW",Osasuna,es La Liga,32-198,1993,12.5,2,17,5,29.4,1.36,0.40,0.12,0.40,0,0
845,Ulisses Garcia,ch SUI,"MF,DF",Marseille,fr Ligue 1,30-017,1996,2.3,0,2,1,50.0,0.85,0.43,0.00,0.00,0,0
846,Víctor García,es ESP,MF,Levante,es La Liga,28-134,1997,3.9,0,4,2,50.0,01.03,0.51,0.00,0.00,0,0
847,Alejandro Garnacho,ar ARG,MF,Chelsea,eng Premier League,21-211,2004,9.1,1,22,5,22.7,2.42,0.55,0.05,0.20,0,0
848,James Garner,eng ENG,"MF,DF",Everton,eng Premier League,24-321,2001,22.9,2,35,8,22.9,1.53,0.35,0.06,0.25,0,0
849,Federico Gatti,it ITA,DF,Juventus,it Serie A,27-218,1998,8.7,1,10,4,40.0,1.15,0.46,0.10,0.25,0,0
850,Gavi,es ESP,"FW,MF",Barcelona,es La Liga,21-176,2004,0.7,0,0,0,,0.00,0.00,,,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
851,Jusuf Gazibegović,ba BIH,DF,Köln,de Bundesliga,25-323,2000,0.3,0,0,0,,0.00,0.00,,,0,0
852,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,34-026,1992,18.5,0,0,0,,0.00,0.00,,,0,0
853,Jean-Philippe Gbamin,ci CIV,DF,Metz,fr Ligue 1,30-125,1995,17.2,1,9,4,44.4,0.52,0.23,0.11,0.25,0,0
854,Yann Gboho,fr FRA,"MF,FW",Toulouse,fr Ligue 1,25-014,2001,17.0,6,26,9,34.6,1.53,0.53,0.23,0.67,0,0
855,David de Gea,es ESP,GK,Fiorentina,it Serie A,35-082,1990,22.0,0,0,0,,0.00,0.00,,,0,0
856,Lutsharel Geertruida,nl NED,"DF,MF",Sunderland,eng Premier League,25-194,2000,10.9,0,5,1,20.0,0.46,0.09,0.00,0.00,0,0
857,Valentin Gendrey,fr FRA,DF,Hoffenheim,de Bundesliga,25-221,2000,0.4,0,0,0,,0.00,0.00,,,0,0
858,Tyrique George,eng ENG,FW,Chelsea,eng Premier League,19-358,2006,1.6,0,3,2,66.7,1.86,1.24,0.00,0.00,0,0
859,Yannick Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,31-321,1994,7.5,0,6,0,0.0,0.80,0.00,0.00,,0,0
860,Willem Geubbels,fr FRA,FW,Paris FC,fr Ligue 1,24-165,2001,7.7,3,23,6,26.1,2.99,0.78,0.09,0.33,1,1
861,Ismaël Gharbi,tn TUN,MF,Augsburg,de Bundesliga,21-293,2004,1.0,0,3,0,0.0,2.93,0.00,0.00,,0,0
862,Mourad El Ghezouani,ma MAR,FW,Elche,es La Liga,27-246,1998,0.6,0,1,0,0.0,1.80,0.00,0.00,,0,0
863,Rachid Ghezzal,dz ALG,FW,Lyon,fr Ligue 1,33-264,1992,1.6,0,3,1,33.3,1.90,0.63,0.00,0.00,0,0
864,Daniele Ghilardi,it ITA,DF,Roma,it Serie A,23-022,2003,4.2,0,0,0,,0.00,0.00,,,0,0
865,Andrea Ghion,it ITA,MF,Sassuolo,it Serie A,25-339,2000,0.1,0,0,0,,0.00,0.00,,,0,0
866,Dimitris Giannoulis,gr GRE,MF,Augsburg,de Bundesliga,30-103,1995,12.5,2,7,4,57.1,0.56,0.32,0.29,0.50,0,0
867,Morgan Gibbs-White,eng ENG,MF,Nottingham Forest,eng Premier League,26-001,2000,21.8,5,45,14,31.1,02.07,0.64,0.09,0.29,1,1
868,Bryan Gil,es ESP,MF,Girona,es La Liga,24-351,2001,11.0,0,17,3,17.6,1.54,0.27,0.00,0.00,0,0
869,Mario Gila,es ESP,DF,Lazio,it Serie A,25-152,2000,20.1,0,11,3,27.3,0.55,0.15,0.00,0.00,0,0
870,Billy Gilmour,sct SCO,MF,Napoli,it Serie A,24-231,2001,4.6,1,5,1,20.0,01.09,0.22,0.20,1.00,0,0
871,Benedikt Gimber,de GER,DF,Heidenheim,de Bundesliga,28-343,1997,9.5,0,4,1,25.0,0.42,0.10,0.00,0.00,0,0
872,Santiago Giménez,mx MEX,FW,Milan,it Serie A,24-285,2001,6.9,0,21,7,33.3,03.04,01.01,0.00,0.00,0,0
873,Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,21-288,2004,7.7,0,7,1,14.3,0.91,0.13,0.00,0.00,0,0
874,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,32-009,1994,18.0,0,9,3,33.3,0.50,0.17,0.00,0.00,0,0
875,Giovane,br BRA,"FW,MF",Hellas Verona,it Serie A,22-065,2003,17.0,3,47,25,53.2,2.76,1.47,0.06,0.12,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
876,Giovane,br BRA,FW,Napoli,it Serie A,22-065,2003,0.2,0,0,0,,0.00,0.00,,,0,0
877,Olivier Giroud,fr FRA,FW,Lille,fr Ligue 1,39-120,1986,13.8,4,33,11,33.3,2.38,0.79,0.09,0.27,1,2
878,Jamie Gittens,eng ENG,MF,Chelsea,eng Premier League,21-173,2004,5.2,0,10,2,20.0,1.91,0.38,0.00,0.00,0,0
879,Robert Glatzel,de GER,FW,Hamburger SV,de Bundesliga,32-020,1994,1.7,1,7,3,42.9,04.09,1.75,0.14,0.33,0,0
880,Serge Gnabry,de GER,MF,Bayern Munich,de Bundesliga,30-198,1995,8.9,6,30,13,43.3,3.37,1.46,0.20,0.46,0,0
881,Wilfried Gnonto,it ITA,FW,Leeds United,eng Premier League,22-084,2003,3.8,0,7,0,0.0,1.83,0.00,0.00,,0,0
882,Giorgi Gocholeishvili,ge GEO,MF,Hamburger SV,de Bundesliga,24-348,2001,7.8,0,12,2,16.7,1.54,0.26,0.00,0.00,0,0
883,Martial Godo,eng ENG,MF,Strasbourg,fr Ligue 1,22-320,2003,6.0,5,15,10,66.7,2.49,1.66,0.33,0.50,0,0
884,Maxima Goffi,fr FRA,DF,Lille,fr Ligue 1,18-005,2008,0.4,0,0,0,,0.00,0.00,,,0,0
885,Saba Goglichidze,ge GEO,DF,Udinese,it Serie A,21-217,2004,4.7,0,3,1,33.3,0.64,0.21,0.00,0.00,0,0
886,Edoardo Goldaniga,it ITA,DF,Como,it Serie A,32-087,1993,0.0,0,0,0,,0.00,0.00,,,0,0
887,Aleksandr Golovin,ru RUS,MF,Monaco,fr Ligue 1,29-243,1996,10.2,2,19,9,47.4,1.87,0.89,0.11,0.22,0,0
888,André Gomes,pt POR,MF,Lille,fr Ligue 1,32-182,1993,0.1,0,0,0,,0.00,0.00,,,0,0
889,Angel Gomes,eng ENG,MF,Marseille,fr Ligue 1,25-150,2000,9.9,3,11,5,45.5,1.11,0.51,0.27,0.60,0,0
890,João Gomes,br BRA,MF,Wolves,eng Premier League,24-350,2001,19.5,0,11,4,36.4,0.56,0.21,0.00,0.00,0,0
891,Rodrigo Gomes,pt POR,"MF,FW",Wolves,eng Premier League,22-205,2003,4.2,1,11,3,27.3,2.60,0.71,0.09,0.33,0,0
892,Toti Gomes,pt POR,DF,Wolves,eng Premier League,27-012,1999,10.5,0,2,1,50.0,0.19,0.09,0.00,0.00,0,0
893,Diego Gómez,py PAR,MF,Brighton,eng Premier League,22-307,2003,15.7,3,28,11,39.3,1.78,0.70,0.11,0.27,0,0
894,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,28-250,1997,3.2,0,2,0,0.0,0.63,0.00,0.00,,0,0
895,Moi Gómez,es ESP,MF,Osasuna,es La Liga,31-219,1994,10.1,0,8,2,25.0,0.79,0.20,0.00,0.00,0,0
896,Sergio Gómez,es ESP,DF,Real Sociedad,es La Liga,25-146,2000,15.9,0,4,0,0.0,0.25,0.00,0.00,,0,0
897,Unai Gómez,es ESP,"MF,FW",Athletic Club,es La Liga,22-248,2003,4.5,1,9,3,33.3,1.99,0.66,0.11,0.33,0,0
898,Valentín Gómez,ar ARG,DF,Real Betis,es La Liga,22-216,2003,12.3,1,9,3,33.3,0.73,0.24,0.11,0.33,0,0
899,Tidiam Gomis,fr FRA,FW,RB Leipzig,de Bundesliga,19-173,2006,3.0,1,8,3,37.5,2.69,01.01,0.13,0.33,0,0
900,Rafael Gonçalves,pt POR,MF,Strasbourg,fr Ligue 1,20-344,2005,2.8,0,1,1,100.0,0.35,0.35,0.00,0.00,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
901,Nicolás González,es ESP,MF,Manchester City,eng Premier League,24-025,2002,14.8,1,12,2,16.7,0.81,0.13,0.08,0.50,0,0
902,Nicolás González,ar ARG,"FW,MF",Juventus,it Serie A,27-297,1998,0.2,0,2,0,0.0,9.47,0.00,0.00,,0,0
903,Nicolás González,ar ARG,"MF,DF",Atlético Madrid,es La Liga,27-297,1998,10.7,1,26,11,42.3,2.43,01.03,0.04,0.09,0,0
904,Urko González,es ESP,MF,Espanyol,es La Liga,24-314,2001,13.9,0,9,1,11.1,0.65,0.07,0.00,0.00,0,0
905,Urko González,es ESP,"DF,MF",Real Sociedad,es La Liga,24-314,2001,0.1,0,0,0,,0.00,0.00,,,0,0
906,Anthony Gordon,eng ENG,FW,Newcastle United,eng Premier League,24-338,2001,12.5,2,27,9,33.3,2.16,0.72,0.00,0.00,2,2
907,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,30-356,1995,12.3,1,13,3,23.1,01.06,0.24,0.08,0.33,0,0
908,Andoni Gorosabel,es ESP,DF,Athletic Club,es La Liga,29-177,1996,5.5,0,3,1,33.3,0.54,0.18,0.00,0.00,0,0
909,Jon Gorrotxategi,es ESP,MF,Real Sociedad,es La Liga,23-360,2002,16.2,1,9,1,11.1,0.55,0.06,0.11,1.00,0,0
910,Olaf Gorter,nl NED,MF,Lecce,it Serie A,20-362,2005,0.3,0,0,0,,0.00,0.00,,,0,0
911,Alimami Gory,ml MLI,MF,Paris FC,fr Ligue 1,29-151,1996,5.2,1,8,1,12.5,1.53,0.19,0.13,1.00,0,0
912,Robin Gosens,de GER,"MF,DF",Fiorentina,it Serie A,31-207,1994,11.8,2,12,6,50.0,01.02,0.51,0.17,0.33,0,0
913,Mikel Goti,es ESP,MF,Real Sociedad,es La Liga,23-250,2002,0.8,0,3,0,0.0,3.55,0.00,0.00,,0,0
914,Mario Götze,de GER,MF,Eintracht Frankfurt,de Bundesliga,33-239,1992,5.1,0,3,0,0.0,0.59,0.00,0.00,,0,0
915,Amine Gouiri,dz ALG,"FW,MF",Marseille,fr Ligue 1,25-346,2000,5.9,4,21,11,52.4,3.53,1.85,0.19,0.36,0,0
916,Lucas Gourna-Douath,fr FRA,MF,Le Havre,fr Ligue 1,22-176,2003,1.0,0,0,0,,0.00,0.00,,,0,0
917,Tiago Gouveia,pt POR,MF,Nice,fr Ligue 1,24-224,2001,5.4,0,11,4,36.4,02.04,0.74,0.00,0.00,0,0
918,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,34-202,1991,4.1,0,2,1,50.0,0.49,0.25,0.00,0.00,0,0
919,Kamil Grabara,pl POL,GK,Wolfsburg,de Bundesliga,27-020,1999,19.0,0,1,0,0.0,0.05,0.00,0.00,,0,0
920,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,33-065,1992,9.0,0,2,0,0.0,0.22,0.00,0.00,,0,0
921,Alberto Grassi,it ITA,MF,Cremonese,it Serie A,30-327,1995,9.8,0,4,2,50.0,0.41,0.21,0.00,0.00,0,0
922,Ryan Gravenberch,nl NED,MF,Liverpool,eng Premier League,23-257,2002,20.5,4,23,7,30.4,1.12,0.34,0.17,0.57,0,0
923,Archie Gray,eng ENG,MF,Tottenham Hotspur,eng Premier League,19-322,2006,7.3,1,6,3,50.0,0.82,0.41,0.17,0.33,0,0
924,Jack Grealish,eng ENG,MF,Everton,eng Premier League,30-140,1995,18.1,2,26,8,30.8,1.44,0.44,0.08,0.25,0,0
925,Mason Greenwood,eng ENG,MF,Marseille,fr Ligue 1,24-119,2001,15.4,12,64,27,42.2,4.15,1.75,0.13,0.30,4,5
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
926,Michael Gregoritsch,at AUT,FW,Augsburg,de Bundesliga,31-285,1994,2.0,0,4,0,0.0,02.02,0.00,0.00,,0,0
927,Dominik Greif,sk SVK,GK,Lyon,fr Ligue 1,28-297,1997,15.0,0,0,0,,0.00,0.00,,,0,0
928,Antoine Griezmann,fr FRA,FW,Atlético Madrid,es La Liga,34-313,1991,8.1,6,26,14,53.8,3.20,1.72,0.23,0.43,0,0
929,Vincenzo Grifo,it ITA,MF,Freiburg,de Bundesliga,32-296,1993,10.7,6,18,6,33.3,1.68,0.56,0.11,0.33,4,4
930,Álex Grimaldo,es ESP,MF,Leverkusen,de Bundesliga,30-130,1995,13.2,5,28,12,42.9,2.12,0.91,0.11,0.25,2,2
931,Pascal Groß,de GER,MF,Brighton,eng Premier League,34-227,1991,3.2,0,4,1,25.0,1.25,0.31,0.00,0.00,0,0
932,Pascal Groß,de GER,MF,Dortmund,de Bundesliga,34-227,1991,6.8,0,8,1,12.5,1.17,0.15,0.00,0.00,0,0
933,Brajan Gruda,de GER,MF,Brighton,eng Premier League,21-242,2004,8.0,1,16,6,37.5,2.00,0.75,0.06,0.17,0,0
934,Ilia Gruev,bg BUL,MF,Leeds United,eng Premier League,25-267,2000,8.9,0,2,0,0.0,0.23,0.00,0.00,,0,0
935,Marco Grüll,at AUT,"MF,FW",Werder Bremen,de Bundesliga,27-206,1998,14.2,2,28,10,35.7,1.97,0.70,0.07,0.20,0,0
936,Albert Grønbaek,dk DEN,MF,Genoa,it Serie A,24-250,2001,1.1,0,1,1,100.0,0.87,0.87,0.00,0.00,0,0
937,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,es La Liga,34-073,1991,13.7,1,14,5,35.7,01.02,0.37,0.07,0.20,0,0
938,Gabriel Gudmundsson,se SWE,"DF,MF",Leeds United,eng Premier League,26-274,1999,20.3,0,13,3,23.1,0.64,0.15,0.00,0.00,0,0
939,Gonçalo Guedes,pt POR,MF,Real Sociedad,es La Liga,29-060,1996,12.5,5,27,11,40.7,2.15,0.88,0.19,0.45,0,0
940,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,25-199,2000,20.0,2,15,4,26.7,0.75,0.20,0.13,0.50,0,0
941,Marc Guéhi,eng ENG,DF,Manchester City,eng Premier League,25-199,2000,1.0,0,2,1,50.0,2.00,1.00,0.00,0.00,0,0
942,Mattéo Guendouzi,fr FRA,MF,Lazio,it Serie A,26-289,1999,15.9,2,16,8,50.0,01.01,0.50,0.13,0.25,0,0
943,Javier Guerra,es ESP,MF,Valencia,es La Liga,23-027,2003,11.5,0,13,4,30.8,1.13,0.35,0.00,0.00,0,0
944,Raphaël Guerreiro,pt POR,MF,Bayern Munich,de Bundesliga,32-037,1993,4.7,3,6,3,50.0,1.27,0.63,0.50,1.00,0,0
945,Daniel Guerrero,es ESP,MF,Real Betis,es La Liga,20-186,2005,0.0,0,0,0,,0.00,0.00,,,0,0
946,Ismaël Guerti,fr FRA,FW,Metz,fr Ligue 1,21-182,2004,0.3,0,0,0,,0.00,0.00,,,0,0
947,Evann Guessand,ci CIV,MF,Aston Villa,eng Premier League,24-211,2001,6.5,0,8,5,62.5,1.22,0.77,0.00,0.00,0,0
948,Ander Guevara,es ESP,MF,Alavés,es La Liga,28-205,1997,4.8,1,3,1,33.3,0.63,0.21,0.33,1.00,0,0
949,Idrissa Guèye,sn SEN,FW,Udinese,it Serie A,19-134,2006,1.1,0,2,0,0.0,1.78,0.00,0.00,,0,0
950,Idrissa Guèye,sn SEN,FW,Metz,fr Ligue 1,19-134,2006,1.5,0,2,0,0.0,1.36,0.00,0.00,,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
